episode,Success,Replay Memory,total numsteps,level
9530,1,148900,664688,2
9531,1,148920,664708,2
9532,1,148955,664743,2
9533,0,148970,664758,2
9534,0,148987,664775,2
9535,0,149004,664792,2
9536,1,149015,664803,2
9537,1,149027,664815,2
9538,0,149053,664841,2
9539,1,149281,665069,2
9540,0,149297,665085,2
9541,0,149319,665107,2
9542,1,149341,665129,2
9543,0,149355,665143,2
9544,0,149373,665161,2
9545,1,149380,665168,2
9546,0,149395,665183,2
9547,0,149422,665210,2
9548,1,149429,665217,2
9549,1,149455,665243,2
9550,1,149463,665251,2
9551,1,149478,665266,2
9552,1,149511,665299,2
9553,0,149531,665319,2
9554,0,149550,665338,2
9555,0,149806,665594,2
9556,1,149820,665608,2
9557,0,149835,665623,2
9558,1,149869,665657,2
9559,0,149886,665674,2
9560,1,149895,665683,2
9561,1,149921,665709,2
9562,0,150177,665965,2
9563,0,150201,665989,2
9564,0,150217,666005,2
9565,1,150239,666027,2
9566,0,150255,666043,2
9567,1,150270,666058,2
9568,0,150285,666073,2
9569,0,150302,666090,2
9570,0,150558,666346,2
9571,0,150576,666364,2
9572,0,150832,666620,2
9573,0,150848,666636,2
9574,1,150855,666643,2
9575,0,150871,666659,2
9576,1,150889,666677,2
9577,1,150909,666697,2
9578,1,150977,666765,2
9579,0,150996,666784,2
9580,0,151252,667040,2
9581,0,151268,667056,2
9582,1,151289,667077,2
9583,0,151308,667096,2
9584,1,151322,667110,2
9585,0,151342,667130,2
9586,1,151370,667158,2
9587,1,151387,667175,2
9588,1,151406,667194,2
9589,1,151439,667227,2
9590,1,151451,667239,2
9591,1,151487,667275,2
9592,1,151501,667289,2
9593,1,151514,667302,2
9594,1,151534,667322,2
9595,1,151678,667466,2
9596,1,151704,667492,2
9597,0,22,667514,3
9598,1,40,667532,3
9599,1,58,667550,3
9600,1,104,667596,3
9601,1,207,667699,3
9602,1,250,667742,3
9603,0,278,667770,3
9604,1,355,667847,3
9605,0,378,667870,3
9606,1,428,667920,3
9607,1,466,667958,3
9608,1,478,667970,3
9609,1,511,668003,3
9610,0,531,668023,3
9611,0,787,668279,3
9612,0,1043,668535,3
9613,0,1067,668559,3
9614,0,1089,668581,3
9615,0,1345,668837,3
9616,0,1601,669093,3
9617,1,1613,669105,3
9618,0,1869,669361,3
9619,1,1915,669407,3
9620,1,1945,669437,3
9621,1,1983,669475,3
9622,1,2024,669516,3
9623,1,2043,669535,3
9624,0,2061,669553,3
9625,1,2093,669585,3
9626,0,2112,669604,3
9627,0,2134,669626,3
9628,0,2158,669650,3
9629,1,2207,669699,3
9630,0,2463,669955,3
9631,0,2481,669973,3
9632,0,2504,669996,3
9633,0,2528,670020,3
9634,0,2560,670052,3
9635,1,2574,670066,3
9636,1,2586,670078,3
9637,1,2615,670107,3
9638,0,2871,670363,3
9639,1,2880,670372,3
9640,0,2905,670397,3
9641,0,2925,670417,3
9642,1,3048,670540,3
9643,0,3067,670559,3
9644,0,3088,670580,3
9645,1,3123,670615,3
9646,0,3379,670871,3
9647,0,3399,670891,3
9648,0,3419,670911,3
9649,0,3441,670933,3
9650,1,3459,670951,3
9651,0,3484,670976,3
9652,1,3498,670990,3
9653,0,3516,671008,3
9654,0,3538,671030,3
9655,0,3794,671286,3
9656,0,4050,671542,3
9657,1,4070,671562,3
9658,0,4089,671581,3
9659,0,4111,671603,3
9660,0,4367,671859,3
9661,0,4383,671875,3
9662,0,4398,671890,3
9663,1,4417,671909,3
9664,0,4673,672165,3
9665,1,4684,672176,3
9666,0,4700,672192,3
9667,0,4714,672206,3
9668,0,4728,672220,3
9669,1,4813,672305,3
9670,1,4826,672318,3
9671,0,4844,672336,3
9672,0,4859,672351,3
9673,0,4883,672375,3
9674,0,4905,672397,3
9675,0,4922,672414,3
9676,0,5178,672670,3
9677,1,5218,672710,3
9678,0,5234,672726,3
9679,0,5250,672742,3
9680,0,5266,672758,3
9681,1,5279,672771,3
9682,0,5535,673027,3
9683,0,5550,673042,3
9684,1,5564,673056,3
9685,1,5589,673081,3
9686,0,5622,673114,3
9687,1,5636,673128,3
9688,0,5658,673150,3
9689,0,5914,673406,3
9690,1,6039,673531,3
9691,0,6061,673553,3
9692,1,6075,673567,3
9693,0,6100,673592,3
9694,0,6164,673656,3
9695,0,6420,673912,3
9696,0,6676,674168,3
9697,0,6932,674424,3
9698,1,6942,674434,3
9699,1,6973,674465,3
9700,1,7116,674608,3
9701,0,7372,674864,3
9702,1,7618,675110,3
9703,0,7874,675366,3
9704,1,7880,675372,3
9705,1,7897,675389,3
9706,0,7916,675408,3
9707,0,7936,675428,3
9708,0,8192,675684,3
9709,0,8448,675940,3
9710,0,8572,676064,3
9711,0,8828,676320,3
9712,0,9084,676576,3
9713,0,9340,676832,3
9714,0,9360,676852,3
9715,1,9408,676900,3
9716,0,9664,677156,3
9717,1,9831,677323,3
9718,0,10087,677579,3
9719,0,10343,677835,3
9720,1,10358,677850,3
9721,1,10414,677906,3
9722,1,10440,677932,3
9723,0,10454,677946,3
9724,0,10692,678184,3
9725,0,10948,678440,3
9726,1,10964,678456,3
9727,0,11220,678712,3
9728,0,11476,678968,3
9729,0,11732,679224,3
9730,1,11765,679257,3
9731,1,12017,679509,3
9732,0,12273,679765,3
9733,0,12529,680021,3
9734,0,12785,680277,3
9735,1,12801,680293,3
9736,0,12816,680308,3
9737,0,13072,680564,3
9738,0,13328,680820,3
9739,0,13584,681076,3
9740,1,13704,681196,3
9741,1,13730,681222,3
9742,1,13734,681226,3
9743,0,13990,681482,3
9744,1,14014,681506,3
9745,0,14028,681520,3
9746,1,14044,681536,3
9747,0,14300,681792,3
9748,0,14556,682048,3
9749,0,14812,682304,3
9750,0,14873,682365,3
9751,0,15129,682621,3
9752,1,15143,682635,3
9753,0,15399,682891,3
9754,0,15655,683147,3
9755,1,15691,683183,3
9756,1,15770,683262,3
9757,1,15786,683278,3
9758,0,16042,683534,3
9759,1,16072,683564,3
9760,0,16109,683601,3
9761,1,16115,683607,3
9762,1,16125,683617,3
9763,0,16381,683873,3
9764,0,16637,684129,3
9765,0,16893,684385,3
9766,1,16931,684423,3
9767,0,16973,684465,3
9768,0,17229,684721,3
9769,0,17243,684735,3
9770,0,17499,684991,3
9771,1,17528,685020,3
9772,0,17784,685276,3
9773,0,18040,685532,3
9774,0,18055,685547,3
9775,0,18071,685563,3
9776,1,18084,685576,3
9777,0,18105,685597,3
9778,1,18124,685616,3
9779,0,18380,685872,3
9780,0,18398,685890,3
9781,0,18654,686146,3
9782,0,18679,686171,3
9783,0,18935,686427,3
9784,0,18950,686442,3
9785,0,19206,686698,3
9786,1,19228,686720,3
9787,1,19257,686749,3
9788,1,19269,686761,3
9789,0,19525,687017,3
9790,1,19536,687028,3
9791,0,19792,687284,3
9792,1,19842,687334,3
9793,0,20098,687590,3
9794,0,20354,687846,3
9795,1,20393,687885,3
9796,1,20415,687907,3
9797,0,20671,688163,3
9798,0,20693,688185,3
9799,0,20721,688213,3
9800,1,20726,688218,3
9801,0,20982,688474,3
9802,0,21238,688730,3
9803,0,21494,688986,3
9804,1,21582,689074,3
9805,1,21608,689100,3
9806,0,21864,689356,3
9807,0,22120,689612,3
9808,1,22132,689624,3
9809,1,22193,689685,3
9810,1,22284,689776,3
9811,0,22540,690032,3
9812,1,22611,690103,3
9813,1,22650,690142,3
9814,0,22906,690398,3
9815,1,22919,690411,3
9816,0,22935,690427,3
9817,1,22961,690453,3
9818,0,22981,690473,3
9819,1,22995,690487,3
9820,0,23251,690743,3
9821,1,23279,690771,3
9822,0,23535,691027,3
9823,0,23791,691283,3
9824,0,24047,691539,3
9825,0,24067,691559,3
9826,0,24161,691653,3
9827,1,24198,691690,3
9828,0,24216,691708,3
9829,0,24472,691964,3
9830,0,24535,692027,3
9831,0,24556,692048,3
9832,1,24794,692286,3
9833,0,25050,692542,3
9834,1,25077,692569,3
9835,1,25097,692589,3
9836,0,25353,692845,3
9837,0,25609,693101,3
9838,1,25635,693127,3
9839,1,25647,693139,3
9840,0,25691,693183,3
9841,0,25706,693198,3
9842,1,25714,693206,3
9843,0,25728,693220,3
9844,0,25880,693372,3
9845,0,25895,693387,3
9846,0,26151,693643,3
9847,1,26260,693752,3
9848,0,26516,694008,3
9849,0,26530,694022,3
9850,1,26565,694057,3
9851,1,26589,694081,3
9852,0,26845,694337,3
9853,0,26861,694353,3
9854,1,26880,694372,3
9855,1,26898,694390,3
9856,0,27154,694646,3
9857,1,27175,694667,3
9858,0,27192,694684,3
9859,1,27204,694696,3
9860,0,27460,694952,3
9861,0,27716,695208,3
9862,0,27731,695223,3
9863,0,27987,695479,3
9864,0,28243,695735,3
9865,1,28257,695749,3
9866,0,28272,695764,3
9867,0,28528,696020,3
9868,0,28784,696276,3
9869,0,29040,696532,3
9870,1,29082,696574,3
9871,0,29099,696591,3
9872,0,29116,696608,3
9873,1,29135,696627,3
9874,1,29153,696645,3
9875,0,29168,696660,3
9876,1,29189,696681,3
9877,1,29437,696929,3
9878,1,29450,696942,3
9879,0,29706,697198,3
9880,0,29962,697454,3
9881,1,30123,697615,3
9882,0,30167,697659,3
9883,0,30183,697675,3
9884,1,30369,697861,3
9885,0,30625,698117,3
9886,1,30637,698129,3
9887,0,30651,698143,3
9888,1,30662,698154,3
9889,0,30918,698410,3
9890,1,30940,698432,3
9891,1,31097,698589,3
9892,1,31110,698602,3
9893,1,31351,698843,3
9894,0,31399,698891,3
9895,0,31414,698906,3
9896,0,31433,698925,3
9897,1,31497,698989,3
9898,0,31753,699245,3
9899,1,31768,699260,3
9900,0,31791,699283,3
9901,1,31821,699313,3
9902,1,31836,699328,3
9903,0,31856,699348,3
9904,1,31918,699410,3
9905,0,31972,699464,3
9906,0,31988,699480,3
9907,0,32244,699736,3
9908,1,32258,699750,3
9909,0,32514,700006,3
9910,0,32530,700022,3
9911,0,32786,700278,3
9912,1,32813,700305,3
9913,0,33069,700561,3
9914,1,33089,700581,3
9915,0,33104,700596,3
9916,0,33120,700612,3
9917,1,33142,700634,3
9918,1,33176,700668,3
9919,0,33190,700682,3
9920,0,33446,700938,3
9921,1,33658,701150,3
9922,1,33681,701173,3
9923,0,33937,701429,3
9924,1,33962,701454,3
9925,0,33977,701469,3
9926,0,34023,701515,3
9927,0,34279,701771,3
9928,1,34292,701784,3
9929,0,34316,701808,3
9930,0,34459,701951,3
9931,0,34715,702207,3
9932,0,34731,702223,3
9933,0,34813,702305,3
9934,0,34828,702320,3
9935,0,35084,702576,3
9936,0,35340,702832,3
9937,0,35448,702940,3
9938,0,35523,703015,3
9939,0,35659,703151,3
9940,0,35676,703168,3
9941,1,35683,703175,3
9942,0,35700,703192,3
9943,0,35956,703448,3
9944,0,35975,703467,3
9945,0,35994,703486,3
9946,1,36001,703493,3
9947,0,36060,703552,3
9948,1,36100,703592,3
9949,0,36219,703711,3
9950,0,36317,703809,3
9951,1,36337,703829,3
9952,0,36356,703848,3
9953,0,36370,703862,3
9954,0,36626,704118,3
9955,0,36882,704374,3
9956,0,36900,704392,3
9957,1,36937,704429,3
9958,0,36951,704443,3
9959,0,36978,704470,3
9960,1,37004,704496,3
9961,1,37028,704520,3
9962,1,37068,704560,3
9963,0,37324,704816,3
9964,0,37367,704859,3
9965,0,37391,704883,3
9966,1,37452,704944,3
9967,1,37472,704964,3
9968,1,37629,705121,3
9969,0,37885,705377,3
9970,0,37909,705401,3
9971,1,37996,705488,3
9972,0,38252,705744,3
9973,0,38508,706000,3
9974,1,38750,706242,3
9975,0,38766,706258,3
9976,0,39022,706514,3
9977,0,39057,706549,3
9978,0,39071,706563,3
9979,0,39090,706582,3
9980,1,39133,706625,3
9981,0,39150,706642,3
9982,0,39167,706659,3
9983,0,39181,706673,3
9984,1,39197,706689,3
9985,0,39453,706945,3
9986,0,39709,707201,3
9987,1,39859,707351,3
9988,0,40115,707607,3
9989,0,40130,707622,3
9990,1,40147,707639,3
9991,1,40149,707641,3
9992,1,40174,707666,3
9993,0,40189,707681,3
9994,0,40204,707696,3
9995,0,40220,707712,3
9996,0,40236,707728,3
9997,0,40492,707984,3
9998,0,40748,708240,3
9999,1,40770,708262,3
10000,1,40948,708440,3
10001,1,40959,708451,3
10002,0,41215,708707,3
10003,1,41247,708739,3
10004,0,41503,708995,3
10005,1,41530,709022,3
10006,0,41786,709278,3
10007,0,41801,709293,3
10008,0,42057,709549,3
10009,1,42132,709624,3
10010,1,42145,709637,3
10011,1,42184,709676,3
10012,0,42203,709695,3
10013,0,42217,709709,3
10014,0,42232,709724,3
10015,0,42246,709738,3
10016,0,42264,709756,3
10017,1,42280,709772,3
10018,0,42294,709786,3
10019,1,42319,709811,3
10020,1,42336,709828,3
10021,1,42354,709846,3
10022,0,42610,710102,3
10023,0,42866,710358,3
10024,0,42884,710376,3
10025,0,42913,710405,3
10026,0,42928,710420,3
10027,1,42960,710452,3
10028,1,43037,710529,3
10029,0,43293,710785,3
10030,0,43329,710821,3
10031,1,43332,710824,3
10032,1,43350,710842,3
10033,1,43378,710870,3
10034,0,43634,711126,3
10035,1,43650,711142,3
10036,0,43906,711398,3
10037,1,43918,711410,3
10038,0,43936,711428,3
10039,1,43971,711463,3
10040,0,44227,711719,3
10041,0,44241,711733,3
10042,1,44270,711762,3
10043,0,44526,712018,3
10044,0,44547,712039,3
10045,0,44565,712057,3
10046,1,44738,712230,3
10047,1,44802,712294,3
10048,1,44816,712308,3
10049,0,44832,712324,3
10050,1,44850,712342,3
10051,0,44869,712361,3
10052,0,44894,712386,3
10053,0,45150,712642,3
10054,1,45211,712703,3
10055,1,45257,712749,3
10056,1,45329,712821,3
10057,0,45585,713077,3
10058,1,45605,713097,3
10059,0,45632,713124,3
10060,0,45648,713140,3
10061,1,45664,713156,3
10062,0,45920,713412,3
10063,1,45932,713424,3
10064,0,45952,713444,3
10065,0,45973,713465,3
10066,0,46229,713721,3
10067,0,46252,713744,3
10068,0,46267,713759,3
10069,1,46285,713777,3
10070,1,46305,713797,3
10071,0,46322,713814,3
10072,1,46353,713845,3
10073,0,46609,714101,3
10074,0,46865,714357,3
10075,0,46882,714374,3
10076,0,46898,714390,3
10077,1,46917,714409,3
10078,0,46933,714425,3
10079,0,47189,714681,3
10080,1,47206,714698,3
10081,0,47462,714954,3
10082,0,47478,714970,3
10083,1,47521,715013,3
10084,1,47543,715035,3
10085,0,47799,715291,3
10086,1,47811,715303,3
10087,0,47826,715318,3
10088,1,47906,715398,3
10089,0,47920,715412,3
10090,1,47932,715424,3
10091,0,48188,715680,3
10092,0,48218,715710,3
10093,1,48236,715728,3
10094,0,48252,715744,3
10095,0,48268,715760,3
10096,0,48283,715775,3
10097,1,48322,715814,3
10098,0,48578,716070,3
10099,1,48603,716095,3
10100,1,48639,716131,3
10101,1,48654,716146,3
10102,0,48910,716402,3
10103,1,49016,716508,3
10104,0,49272,716764,3
10105,1,49301,716793,3
10106,0,49317,716809,3
10107,1,49328,716820,3
10108,0,49584,717076,3
10109,0,49599,717091,3
10110,0,49615,717107,3
10111,0,49638,717130,3
10112,0,49660,717152,3
10113,1,49680,717172,3
10114,0,49720,717212,3
10115,1,49743,717235,3
10116,0,49775,717267,3
10117,1,49797,717289,3
10118,1,49817,717309,3
10119,0,49841,717333,3
10120,0,49865,717357,3
10121,0,49892,717384,3
10122,1,49903,717395,3
10123,0,50159,717651,3
10124,0,50177,717669,3
10125,0,50193,717685,3
10126,0,50214,717706,3
10127,1,50233,717725,3
10128,0,50260,717752,3
10129,0,50275,717767,3
10130,0,50289,717781,3
10131,1,50333,717825,3
10132,0,50357,717849,3
10133,1,50379,717871,3
10134,0,50394,717886,3
10135,1,50413,717905,3
10136,0,50547,718039,3
10137,1,50563,718055,3
10138,0,50578,718070,3
10139,1,50589,718081,3
10140,1,50607,718099,3
10141,1,50631,718123,3
10142,1,50649,718141,3
10143,0,50679,718171,3
10144,0,50694,718186,3
10145,1,50718,718210,3
10146,1,50760,718252,3
10147,0,50775,718267,3
10148,1,50883,718375,3
10149,0,50899,718391,3
10150,1,50941,718433,3
10151,0,50960,718452,3
10152,0,51216,718708,3
10153,1,51234,718726,3
10154,0,51490,718982,3
10155,0,51746,719238,3
10156,0,52002,719494,3
10157,1,52018,719510,3
10158,1,52036,719528,3
10159,0,52051,719543,3
10160,1,52201,719693,3
10161,1,52316,719808,3
10162,0,52350,719842,3
10163,0,52606,720098,3
10164,1,52678,720170,3
10165,0,52695,720187,3
10166,0,52717,720209,3
10167,1,52735,720227,3
10168,1,52754,720246,3
10169,0,52770,720262,3
10170,0,53026,720518,3
10171,0,53043,720535,3
10172,1,53064,720556,3
10173,0,53081,720573,3
10174,0,53099,720591,3
10175,0,53355,720847,3
10176,0,53373,720865,3
10177,1,53391,720883,3
10178,0,53408,720900,3
10179,0,53425,720917,3
10180,0,53681,721173,3
10181,0,53937,721429,3
10182,1,53951,721443,3
10183,0,53971,721463,3
10184,1,54005,721497,3
10185,0,54261,721753,3
10186,1,54285,721777,3
10187,1,54326,721818,3
10188,1,54339,721831,3
10189,0,54595,722087,3
10190,0,54610,722102,3
10191,0,54633,722125,3
10192,1,54681,722173,3
10193,0,54696,722188,3
10194,1,54705,722197,3
10195,0,54719,722211,3
10196,1,54735,722227,3
10197,0,54749,722241,3
10198,0,54768,722260,3
10199,1,54802,722294,3
10200,0,54817,722309,3
10201,1,54836,722328,3
10202,0,54862,722354,3
10203,1,54873,722365,3
10204,1,54883,722375,3
10205,1,55008,722500,3
10206,0,55023,722515,3
10207,1,55066,722558,3
10208,0,55080,722572,3
10209,0,55100,722592,3
10210,0,55356,722848,3
10211,0,55374,722866,3
10212,0,55630,723122,3
10213,0,55886,723378,3
10214,0,55904,723396,3
10215,0,55939,723431,3
10216,0,56195,723687,3
10217,0,56451,723943,3
10218,0,56485,723977,3
10219,0,56685,724177,3
10220,1,56780,724272,3
10221,1,56819,724311,3
10222,0,56833,724325,3
10223,1,56860,724352,3
10224,0,56876,724368,3
10225,0,56891,724383,3
10226,1,56934,724426,3
10227,1,56981,724473,3
10228,0,57001,724493,3
10229,1,57206,724698,3
10230,0,57228,724720,3
10231,1,57256,724748,3
10232,0,57512,725004,3
10233,0,57768,725260,3
10234,0,57784,725276,3
10235,1,57803,725295,3
10236,1,57821,725313,3
10237,1,57842,725334,3
10238,0,57858,725350,3
10239,0,57873,725365,3
10240,1,57887,725379,3
10241,0,58143,725635,3
10242,0,58399,725891,3
10243,0,58655,726147,3
10244,1,58675,726167,3
10245,0,58700,726192,3
10246,0,58956,726448,3
10247,1,58969,726461,3
10248,0,59225,726717,3
10249,1,59236,726728,3
10250,1,59255,726747,3
10251,0,59270,726762,3
10252,1,59286,726778,3
10253,1,59358,726850,3
10254,0,59392,726884,3
10255,0,59648,727140,3
10256,1,59665,727157,3
10257,1,59766,727258,3
10258,1,59783,727275,3
10259,0,60039,727531,3
10260,1,60058,727550,3
10261,0,60314,727806,3
10262,1,60341,727833,3
10263,0,60597,728089,3
10264,0,60853,728345,3
10265,0,60867,728359,3
10266,0,61123,728615,3
10267,0,61379,728871,3
10268,0,61635,729127,3
10269,1,61650,729142,3
10270,0,61668,729160,3
10271,1,61689,729181,3
10272,1,61741,729233,3
10273,0,61755,729247,3
10274,0,61803,729295,3
10275,0,61820,729312,3
10276,0,61848,729340,3
10277,1,61861,729353,3
10278,0,61876,729368,3
10279,1,61898,729390,3
10280,1,61927,729419,3
10281,0,61944,729436,3
10282,1,61961,729453,3
10283,0,61977,729469,3
10284,0,61992,729484,3
10285,1,62004,729496,3
10286,1,62032,729524,3
10287,0,62047,729539,3
10288,0,62303,729795,3
10289,1,62323,729815,3
10290,0,62350,729842,3
10291,1,62442,729934,3
10292,1,62462,729954,3
10293,1,62611,730103,3
10294,0,62867,730359,3
10295,0,62882,730374,3
10296,1,62909,730401,3
10297,0,62926,730418,3
10298,1,62954,730446,3
10299,0,62975,730467,3
10300,0,62991,730483,3
10301,0,63006,730498,3
10302,0,63262,730754,3
10303,0,63518,731010,3
10304,0,63539,731031,3
10305,1,63568,731060,3
10306,1,63579,731071,3
10307,0,63652,731144,3
10308,0,63668,731160,3
10309,1,63694,731186,3
10310,1,63709,731201,3
10311,1,63747,731239,3
10312,0,63764,731256,3
10313,0,63792,731284,3
10314,0,64048,731540,3
10315,1,64059,731551,3
10316,0,64081,731573,3
10317,0,64097,731589,3
10318,1,64141,731633,3
10319,0,64397,731889,3
10320,0,64653,732145,3
10321,1,64670,732162,3
10322,1,64890,732382,3
10323,0,65146,732638,3
10324,1,65284,732776,3
10325,0,65299,732791,3
10326,0,65315,732807,3
10327,0,65333,732825,3
10328,0,65422,732914,3
10329,0,65593,733085,3
10330,0,65609,733101,3
10331,0,65865,733357,3
10332,1,65882,733374,3
10333,0,65899,733391,3
10334,1,65922,733414,3
10335,1,65937,733429,3
10336,0,66193,733685,3
10337,1,66228,733720,3
10338,1,66311,733803,3
10339,1,66379,733871,3
10340,1,66387,733879,3
10341,0,66404,733896,3
10342,0,66427,733919,3
10343,1,66472,733964,3
10344,0,66501,733993,3
10345,0,66517,734009,3
10346,0,66537,734029,3
10347,1,66719,734211,3
10348,0,66975,734467,3
10349,1,67054,734546,3
10350,1,67092,734584,3
10351,1,67113,734605,3
10352,1,67137,734629,3
